smi,seed_smi,ori_smi,component,diameter,hash_distance,comp2
*c1ccc(C)cc1CO,*c1ccc(*)c(CO)c1,O=C(OC[C@H]1O[C@@H](Oc2ccc(OCc3ccccc3)cc2CO)[C@H](O)[C@@H](O)[C@@H]1O)c1ccccc1,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*c1ccc(C)c(CO)c1,*c1ccc(*)c(CO)c1,O=C(OC[C@H]1O[C@@H](Oc2ccc(OCc3ccccc3)cc2CO)[C@H](O)[C@@H](O)[C@@H]1O)c1ccccc1,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*C1=NNC(C2(O)CCCC2)=N1,*c1n[nH]c(C2(O)CCCC2)n1,Oc1ccc(-c2n[nH]c(C3(O)CCCC3)n2)cc1,R5_aro0_0;R5_aro1_3;,3.821,7d9934b5c782c6ec662d97124ff98640,R5;R5;
*C1C(=O)NC2CCCC21,*C1C(=O)NC2CCCC21,O=C([O-])c1ccc([C@@H]2C(=O)N[C@@H]3CCC[C@@H]32)cc1,Hydrophilic;R5_aro0_0;R5_aro0_1;,2.776,740fac3a6c5026c1621f9f1691913a30,R5;R5;
*CCc1ccccc1Cl,*C(*)Cc1ccccc1Cl,C[C@@H](Cc1ccccc1Cl)NC(=O)Nc1cnn(CC(N)=O)c1,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*NC(=O)C1=NC=C(C2=CC=C(F)C=C2)O1,*NC(=O)c1ncc(-c2ccc(F)cc2)o1,COc1cc2[nH+]ccc(Oc3ccc(NC(=O)c4ncc(-c5ccc(F)cc5)o4)cc3)c2cc1OC,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,7.276,bba062fb9b0b283b68c701d74af659ce,R5;R6;
*NC(=O)C12CC3(O)C(C=CC(O)C3ON1)S2,*NC(=O)C12CC3(O)C(C=CC(O)C3ON1)S2,COc1ccc2cc(NC(=O)[C@@]34C[C@]5(O)[C@@H](C=C[C@@H](O)[C@@H]5ON3)S4)c(=O)oc2c1OC,Hydrophilic;Hydrophilic;R5_aro0_1;R6_aro0_0;R6_aro0_2;,4.7,16ba0a8e481a6deb3508be0398dd3109,R5;R6;R6;
*CNC(=O)C1=CC(=O)C2=CC=CC=C2N1,*CNC(=O)c1cc(=O)c2ccccc2[nH]1,C[NH+](C)CCCNC(=O)c1cc(=O)c2ccccc2[nH]1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,3.969,27785f9fe7d0f80e5d03a1cbce39a672,R6;R6;
*CNc1ccc(C)cc1,*C(*)Nc1ccc(C)cc1,Cc1ccc(NC(=O)COC(=O)Cc2c[nH]c3ccccc23)cc1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNC(=O)C1=C(C)C(C(C)=O)=C(C)N1,*CNC(=O)c1[nH]c(C)c(C(C)=O)c1C,CC(=O)c1c(C)[nH]c(C(=O)NCCc2c[nH]c3ccccc23)c1C,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_1;,3.758,082e322d42d36e9814c977314e672097,R5;
*C1=CC=NC(NC2=CC(OC)=CC(C(F)(F)F)=C2)=N1,*c1ccnc(Nc2cc(OC)cc(C(F)(F)F)c2)n1,COc1cc(Nc2nccc(-c3nccs3)n2)cc(C(F)(F)F)c1,Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_2;,6.0,faaa61c05923f0c851cc37035e67cc77,R6;R6;
*C1=C(N)C(C(=O)C2=CC=CC=C2)=CC=[N+]1[O-],*c1c(N)c(C(=O)c2ccccc2)cc[n+]1[O-],Nc1c(C(=O)c2ccccc2)cc[n+]([O-])c1-c1ccccc1,Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,5.196,cb5ee8554f8af3afd1f1ea911327e608,R6;R6;
*CNC(=O)c1cccc(C)c1,*C(*)NC(=O)c1cccc(C)c1,CCC(=O)Nc1cccc(NC(=S)NC(=O)c2cccc(C)c2)c1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,9de6ed144f9ba9230d86416991ae4e07,R6;
*CNCc1ccc(O)c(O)c1,*C(*)NCc1ccc(O)c(O)c1,O=C(NCc1ccc(O)c(O)c1)c1c([O-])n([O-])c(=O)c2ccccc12,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CC([NH3+])C1=CC=C(Cl)C=C1C(F)(F)F,*CC([NH3+])c1ccc(Cl)cc1C(F)(F)F,[NH3+][C@H](CO)c1ccc(Cl)cc1C(F)(F)F,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNc1cccc(OC)c1,*C(*)Nc1cccc(OC)c1,COc1cccc(NC(=O)NCc2ccccc2F)c1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*COc1ccccc1,*C(*)Oc1ccccc1,O=C(Cc1cnn2c1n[n+]([O-])c1ccc(Cl)cc12)Oc1ccccc1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CC(O)C1=NNC(C2CCCC2)=C1,*CC(O)c1cc(C2CCCC2)[nH]n1,OC[C@H](O)c1cc(C2CCCC2)[nH]n1,R5_aro0_0;R5_aro1_2;,4.052,d3643461c0f74e1a37cc8818da1c4f94,R5;R5;
*CNc1cc(F)c(F)cc1F,*C(*)Nc1cc(F)c(F)cc1F,O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1cc(F)c(F)cc1F,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,2a94e67e629aabc94303fbb22e70eb12,R6;
*NC(=O)C1=CC=CC2=CC=CC=C12,*NC(=O)c1cccc2ccccc12,O=C(Cc1csc(NC(=O)c2cccc3ccccc23)n1)NO,Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_0;,3.969,896e26137b9307af86eb2508c1296e16,R6;R6;
*CNc1ccnc2ccc(C(F)(F)F)cc12,*C(*)Nc1ccnc2ccc(C(F)(F)F)cc12,O=C(Nc1cnccn1)Nc1ccnc2ccc(C(F)(F)F)cc12,Hydrophilic;R6_aro1_0;R6_aro1_1;,3.0,3d74677f1ab17fc597bbdfd80893f970,R6;R6;
*CCC1=CC=C(O)C=C1,*CCc1ccc(O)cc1,O=C(C[C@H](O)CCc1ccc(O)cc1)NCCc1c[nH]c2ccc(O)cc12,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*CCC1=CC=C2NC(C3=CC=CC=C3Cl)=CC2=C1,*CCc1ccc2[nH]c(-c3ccccc3Cl)cc2c1,O=C([O-])CCc1ccc2[nH]c(-c3ccccc3Cl)cc2c1,R5_aro1_1;R6_aro1_0;R6_aro1_0;,4.276,2cd2626d1a544696112fc1e90ab87055,R5;R6;R6;
*CNC1CCc2ccccc21,*C(*)NC1CCc2ccccc21,O=C(Nc1cccc2[nH]ncc12)N[C@@H]1CCc2ccccc21,Hydrophilic;R5_aro0_0;R6_aro1_0;,2.776,d37a410d00bc9adee67a34c708d13c9d,R5;R6;
*CC(=O)N1CCCCCC1CO,*CC(=O)N1CCCCCC1CO,O=C(CCc1nc2ccccc2[nH]1)N1CCCCC[C@@H]1CO,Hydrophilic;R78_aro0_1;,4.185,cb305ccd79c5b270e4c5051a9aa7ff47,R78;
*CNC1CC(=O)NC1=O,*C(*)NC1CC(=O)NC1=O,CC(C)=CC(=O)N[C@@H]1CC(=O)NC1=O,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro0_1;,2.776,ed81ab6f16ac9b5cc7bc085dc54507d6,R5;
*CNc1ccc(Cl)c(C(C)(F)F)c1,*C(*)Nc1ccc(Cl)c(C(C)(F)F)c1,CC(F)(F)c1cc(NC(=O)Nc2cccc(Oc3cc(NC(=O)C4CC4)ncn3)c2)ccc1Cl,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*CNc1ccncc1Cl,*C(*)Nc1ccncc1Cl,C[n+]1cc([O-])[nH]c1NC(=O)Nc1ccncc1Cl,Hydrophilic;R6_aro1_1;,3.0,fc1eaecb733f46f7ff564f682ee7acc4,R6;
*NC(=O)C1=C(C)C2=CC=CC=C2N1,*NC(=O)c1[nH]c2ccccc2c1C,Cc1c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)[nH]c2ccccc12,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,e5d89ff803e1b1d646270dc2cbcdbbfe,R5;R6;
*C1CC(O)(C2(O)CCCCC2)NO1,*C1CC(O)(C2(O)CCCCC2)NO1,OC1([C@@]2(O)C[C@H](c3ccccc3)ON2)CCCCC1,R5_aro0_2;R6_aro0_0;,4.031,cd478405b980aadd2e595ead0a3445fa,R5;R6;
*CN(C)Cc1ccccc1,*C(*)N(C)Cc1ccccc1,CN(Cc1ccccc1)C(=O)c1cc2cc(F)ccc2[nH]1,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*S(=O)CC1=NC=CC=C1C,*S(=O)Cc1ncccc1C,Cc1cccnc1C[S@](=O)c1nc2ccccc2[nH]1,Hydrophilic;R6_aro1_1;,3.969,beaddfdba37ff7198e4f00286f5321a6,R6;
*c1[nH]c(-c2ccc(F)cc2)nc1SC,*CSc1nc(-c2ccc(F)cc2)[nH]c1*,COCCNC(=O)CSc1nc(-c2ccc(F)cc2)[nH]c1-c1ccc(Cl)cc1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,7.276,1b574481e10dbaed35a0e91803556314,R5;R6;
*CSc1nc(-c2ccc(F)cc2)[nH]c1C,*CSc1nc(-c2ccc(F)cc2)[nH]c1*,COCCNC(=O)CSc1nc(-c2ccc(F)cc2)[nH]c1-c1ccc(Cl)cc1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,7.276,1b574481e10dbaed35a0e91803556314,R5;R6;
*C=CC1=CC=CC=N1,*C=Cc1ccccn1,O[C@@H](/C=C/c1ccccn1)c1nc2ccccc2[nH]1,R6_aro1_1;,0.0,803c06cff09f0fcee385b11b6745535b,R6;
*CSc1nc2ccccc2[nH]1,*C(*)Sc1nc2ccccc2[nH]1,C[C@@H](Sc1nc2ccccc2[nH]1)C(=O)Nc1ccccc1F,Hydrophilic;R5_aro1_2;R6_aro1_0;,2.776,fd5d3d2c0833a8ac27259d12d9c82df1,R5;R6;
*CNC(=O)C1=C(Cl)C2=CC=CC=C2S1,*CNC(=O)c1sc2ccccc2c1Cl,COc1ccc(CNC(=O)COC(=O)CNC(=O)c2sc3ccccc3c2Cl)cc1OC,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,3.758,e5d89ff803e1b1d646270dc2cbcdbbfe,R5;R6;
*CCN1CCOC1=O,*C(*)CN1CCOC1=O,C[C@H](CN1CCOC1=O)NC(=O)c1cccc2cc[nH]c12,Hydrophilic;R5_aro0_2;,2.776,9f98a93c40a945e92f2cece2398b43d9,R5;
*CNc1ccc(O)c2ccccc12,*C(*)Nc1ccc(O)c2ccccc12,COc1cc(NC(=O)Nc2ccc(O)c3ccccc23)cc(OC)c1OC,Hydrophilic;R6_aro1_0;R6_aro1_0;,3.0,6aed7a82aabd5bac388083e21c40de9c,R6;R6;
*CNc1cc(C[NH3+])cc(C(F)(F)F)c1,*C(*)Nc1cc(C[NH3+])cc(C(F)(F)F)c1,[NH3+]Cc1cc(NC(=O)c2cn(C3CC3)nn2)cc(C(F)(F)F)c1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,9de6ed144f9ba9230d86416991ae4e07,R6;
*C1=NC2=CC=CC(C)=C2N1,*c1nc2cccc(C)c2[nH]1,C[NH2+]CCNCc1cccc(-c2cccc(-c3nc4cccc(C)c4[nH]3)c2)c1,R5_aro1_2;R6_aro1_0;,2.331,2c57d8d939045b26691d8d11af6d26d7,R5;R6;
*CNCC1Cc2ccccc21,*C(*)NCC1Cc2ccccc21,Cc1cc(C)c(CNC(=O)NC[C@H]2Cc3ccccc32)c(=O)[nH]1,Hydrophilic;R34_aro0_0;R6_aro1_0;,3.556,143247180f04725766e9e4e151a1dcb5,R34;R6;
*C1=CC=C2C=CC=C(O)C2=N1,*c1ccc2cccc(O)c2n1,Oc1cccc2ccc(-c3cc4ccc5c(c4[nH]3)OCO5)nc12,R6_aro1_0;R6_aro1_1;,2.598,4f8b3437d8ce98c9d5a7827dd77b486c,R6;R6;
*C1=CC=CC(C(F)(F)F)=C1,*c1cccc(C(F)(F)F)c1,O=S1(=O)CCC(Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*C1=CC2=CC=CC(O)=C2OC1=O,*c1cc2cccc(O)c2oc1=O,O=C([O-])c1cccc(-n2cc(-c3cc4cccc(O)c4oc3=O)[nH]c2=S)c1,Hydrophilic;R6_aro1_0;R6_aro1_1;,3.0,3d74677f1ab17fc597bbdfd80893f970,R6;R6;
*CC(OC)c1ccc2c(c1)OCCO2,*C(*)C(OC)c1ccc2c(c1)OCCO2,CO[C@H](C(=O)N/N=C/c1ccc(F)c(Br)c1)c1ccc2c(c1)OCCO2,Hydrophilic;R6_aro0_2;R6_aro1_0;,3.969,62cf8fed31cdef947483fa395b1be4ef,R6;R6;
*CNc1nn(C)c2ccccc12,*C(*)Nc1nn(C)c2ccccc12,COc1ccccc1NC(=O)Nc1nn(C)c2ccccc12,Hydrophilic;R5_aro1_2;R6_aro1_0;,2.776,fd5d3d2c0833a8ac27259d12d9c82df1,R5;R6;
*C1=CC=CC(C2=CC=CC=C2)=C1,*c1cccc(-c2ccccc2)c1,NS(=O)(=O)OC[C@@H]1C[C@@H](Nc2ncnc3[nH]c(-c4cccc(-c5ccccc5)c4)nc23)C[C@@H]1O,R6_aro1_0;R6_aro1_0;,4.5,068f75cbd1925ffb9d2969841b60083c,R6;R6;
*C1=CC2=CC=CC=C2C=CC1=O,*c1cc2ccccc2ccc1=O,O=c1ccc2ccccc2cc1-c1nc2ccccc2[nH]1,Hydrophilic;R6_aro1_0;R78_aro1_0;,3.229,96fe7b3f0b4a1dfc112bd55e3f347e6e,R6;R78;
*C(O)C1=NNC(C2=CC=CC=C2)=N1,*C(O)c1n[nH]c(-c2ccccc2)n1,O[C@H](c1n[nH]c(-c2ccccc2)n1)[C@H]1CC=CCC1,R5_aro1_3;R6_aro1_0;,4.276,f064c2c00de30920b2dcc459a34e4fd4,R5;R6;
*COC1=CC=CC=C1C(C)(C)C,*COc1ccccc1C(C)(C)C,CC(C)(C)c1ccccc1OCC(=O)/N=c1\[nH]cn[nH]1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*C=NNC1=CC=CC(C(F)(F)F)=C1,*C=NNc1cccc(C(F)(F)F)c1,Oc1ccc(Cl)cc1/C=N/Nc1cccc(C(F)(F)F)c1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,84b6abffc38d02937536801a9cec433d,R6;
*CNC(=O)c1ccc2c(c1)CCCC2,*C(*)NC(=O)c1ccc2c(c1)CCCC2,C[C@@H](CO)NC(=O)c1ccc2c(c1)CCCC2,Hydrophilic;Hydrophilic;R6_aro0_0;R6_aro1_0;,3.969,883e0715aec394626cc8b51171ff29e5,R6;R6;
*CNCc1cccc(OC)c1,*C(*)NCc1cccc(OC)c1,COc1cccc(CNC(=O)c2cc3ccc(-c4ccnc(N)c4)cc3[nH]2)c1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.969,9de6ed144f9ba9230d86416991ae4e07,R6;
*NN=CC1=C([N+]2=CC=CC(CC)=C2)NC(=O)S1,*NN=Cc1sc(=O)[nH]c1-[n+]1cccc(CC)c1,CCc1ccc[n+](-c2[nH]c(=O)sc2/C=N/NC(N)=O)c1,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_1;,5.191,a885615165b3da7c64065ca3893a547c,R5;R6;
*c1[nH]c2ccccc2c1C,*c1[nH]c2ccccc2c1*,CCOc1c(-c2cc3ccccc3[nH]2)[nH]c2ccccc12,R5_aro1_1;R6_aro1_0;,2.331,cb719590dc2a6d1ceab308f878a19cc8,R5;R6;
*c1c(C)[nH]c2ccccc12,*c1[nH]c2ccccc2c1*,CCOc1c(-c2cc3ccccc3[nH]2)[nH]c2ccccc12,R5_aro1_1;R6_aro1_0;,2.331,cb719590dc2a6d1ceab308f878a19cc8,R5;R6;
*C1=NNC(C2=CC=CC=C2C)=N1,*c1n[nH]c(-c2ccccc2C)n1,COc1cccc(-c2n[nH]c(-c3ccccc3C)n2)c1,R5_aro1_3;R6_aro1_0;,4.276,f064c2c00de30920b2dcc459a34e4fd4,R5;R6;
*CCC1[NH2+]CCNC1=O,*C(*)CC1[NH2+]CCNC1=O,CC(C)C[C@@H]1[NH2+]CCNC1=O,Hydrophilic;R6_aro0_2;,3.0,aae78cb0eadc943b0811020482a401f8,R6;
*NC1=CC=CC2=C1CCC2,*Nc1cccc2c1CCC2,O=C([O-])CCOc1nc(Nc2cccc3c2CCC3)cc(C(F)(F)F)n1,Hydrophilic;R5_aro0_0;R6_aro1_0;,3.799,9c4cdc6b3e58b4cb1c4b02566a3904f0,R5;R6;
*NC1=NC2=NON=C2N=C1NC1=CC=CC=C1F,*Nc1nc2nonc2nc1Nc1ccccc1F,Cc1cccc(Nc2nc3nonc3nc2Nc2ccccc2F)c1,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro1_3;R6_aro1_0;R6_aro1_2;,6.675,c6f43bdcfd48514d36f2b12ee167d481,R5;R6;R6;
[*+]CC(O)C1=CC=CC2=CC=CC=C12,[*+]CC(O)c1cccc2ccccc12,[NH3+]C[C@@H](O)c1cccc2ccccc12,R6_aro1_0;R6_aro1_0;,2.598,8255f2af631be1fd7234d818ac826fbd,R6;R6;
*CNC(=O)C1Cc2ccccc2CN1,*C(*)NC(=O)C1Cc2ccccc2CN1,NC(=O)CC[C@H](NC(=O)[C@@H]1Cc2ccccc2CN1)C(=O)[O-],Hydrophilic;Hydrophilic;R6_aro0_1;R6_aro1_0;,3.969,3b6b164e95158339337a1cf26402b0fb,R6;R6;
*CNC(=O)c1ccc2ccccc2n1,*C(*)NC(=O)c1ccc2ccccc2n1,NC(=O)C[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)[O-],Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,3.969,d1dbbce74da59e91ebac3b63f5723f02,R6;R6;
*NC(=O)C1=NC2=CC=CC=C2N1,*NC(=O)c1nc2ccccc2[nH]1,O=C(Nc1ccc([C@@H]2CC[NH2+]C2)cc1)c1nc2ccccc2[nH]1,Hydrophilic;Hydrophilic;R5_aro1_2;R6_aro1_0;,3.758,8b9c938270604205cf589b5fa78219fa,R5;R6;
*CCc1ccccc1C,*C(*)Cc1ccccc1C,CCCn1/c(=N/C(=O)Cc2ccccc2C)[nH]c2ccccc21,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*C(CSc1nnc(NC)s1)NC1CCCC1,*C(*)Nc1nnc(SCC(*)NC2CCCC2)s1,CC(C)CC(=O)Nc1nnc(SCC(=O)NC2CCCC2)s1,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro0_0;R5_aro1_3;,8.552,53097e63a44491e081d1023f9e08c6d4,R5;R5;
*CNc1nnc(SCCNC2CCCC2)s1,*C(*)Nc1nnc(SCC(*)NC2CCCC2)s1,CC(C)CC(=O)Nc1nnc(SCC(=O)NC2CCCC2)s1,Hydrophilic;Hydrophilic;Hydrophilic;R5_aro0_0;R5_aro1_3;,8.938,53097e63a44491e081d1023f9e08c6d4,R5;R5;
*CNCC1OCCc2ccccc21,*C(*)NCC1OCCc2ccccc21,Cc1ccc(NC(=O)C(=O)NC[C@@H]2OCCc3ccccc32)cc1,Hydrophilic;R6_aro0_1;R6_aro1_0;,3.969,dcfc443bab37ae53c5a34748030f8448,R6;R6;
*CNc1ccc(C)c(F)c1,*C(*)Nc1ccc(C)c(F)c1,Cc1ccc(NC(=O)CNc2cccc(S(=O)(=O)N3CCCCC3)c2)cc1F,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*CC(NNC)c1ccccc1,*NNC(c1ccccc1)C(*)(*)*,O=C(NN[C@@H](c1ccccc1)C(F)(F)F)c1ccncc1,Hydrophilic;Hydrophilic;R6_aro1_0;,5.408,84b6abffc38d02937536801a9cec433d,R6;
*NNC(C)c1ccccc1,*NNC(c1ccccc1)C(*)(*)*,O=C(NN[C@@H](c1ccccc1)C(F)(F)F)c1ccncc1,Hydrophilic;Hydrophilic;R6_aro1_0;,5.408,84b6abffc38d02937536801a9cec433d,R6;
*CC(O)C1=NNC(C2=CSC=C2)=C1,*CC(O)c1cc(-c2ccsc2)[nH]n1,OC[C@H](O)c1cc(-c2ccsc2)[nH]n1,R5_aro1_1;R5_aro1_2;,4.052,8016fb3077d4149fe6eda21e56d62cc3,R5;R5;
*C=C(C)c1cccc(C(F)(F)F)c1,*C=C(C*)c1cccc(C(F)(F)F)c1,N#C/C(=C\c1ccc[nH]1)c1cccc(C(F)(F)F)c1,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*CC(=C)c1cccc(C(F)(F)F)c1,*C=C(C*)c1cccc(C(F)(F)F)c1,N#C/C(=C\c1ccc[nH]1)c1cccc(C(F)(F)F)c1,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*C=CC1=Nc2ccccc2NC(=O)C1,*C([*-])=CC1=Nc2ccccc2NC(=O)C1,CCO/C([O-])=C\C1=Nc2ccccc2NC(=O)C1,Hydrophilic;R6_aro1_0;R78_aro0_2;,3.229,745239a617d59a691b1290b135cf80fe,R6;R78;
[*-]C=CC1=Nc2ccccc2NC(=O)C1,*C([*-])=CC1=Nc2ccccc2NC(=O)C1,CCO/C([O-])=C\C1=Nc2ccccc2NC(=O)C1,Hydrophilic;R6_aro1_0;R78_aro0_2;,3.229,745239a617d59a691b1290b135cf80fe,R6;R78;
*CNC(=O)C1=CC=C2C(=C1)C=CN2C,*CNC(=O)c1ccc2c(ccn2C)c1,Cn1ccc2cc(C(=O)NCCCCCC(=O)Nc3ccccc3N)ccc21,Hydrophilic;Hydrophilic;R5_aro1_1;R6_aro1_0;,6.273,46526393ea29341d9dacf5cab067464a,R5;R6;
*CNC1CCCC(C)C1C,*C(*)NC1CCCC(C)C1C,C[C@@H]1[C@@H](C)CCC[C@H]1NC(=O)c1cc(S(=O)(=O)N2CCCC2)c[nH]1,Hydrophilic;R6_aro0_0;,3.0,b034e0bfbe3c630cbec1b5ee9fbe208c,R6;
*CNc1cc(Br)ccc1O,*C(*)Nc1cc(Br)ccc1O,O=C(Nc1cc(Br)ccc1O)c1cc2ccc(Br)cc2[nH]1,Hydrophilic;R6_aro1_0;,3.0,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*NC(=O)C1=CN=C2C=CC=CC2=C1,*NC(=O)c1cnc2ccccc2c1,NC(=O)c1cccc(NC(=O)c2cnc3ccccc3c2)c1,Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_1;,3.969,d1dbbce74da59e91ebac3b63f5723f02,R6;R6;
*CNCc1ccc2cc[nH]c2c1,*C(*)NCc1ccc2cc[nH]c2c1,O=C(NCc1ccc2cc[nH]c2c1)c1cc(Br)c(Br)[nH]1,Hydrophilic;R5_aro1_1;R6_aro1_0;,6.273,556e93ebb62636b794dba36934886569,R5;R6;
*CC(C)C1=CC=CC=C1,*CC(C)c1ccccc1,C[C@@H](CC(=O)N=c1[nH]c2ccccc2[nH]1)c1ccccc1,R6_aro1_0;,0.0,73ed2c52819b12178180e74e5ccf386f,R6;
*SCC1=CC=C(C)C=C1,*SCc1ccc(C)cc1,Cc1ccc(CS[C@@H]2NC(=O)n3c(C)nc(C)c3N2)cc1,Hydrophilic;R6_aro1_0;,3.969,f0c27f6b7b6576cbf2bc583fd1597cac,R6;
*NN1C(=O)C(Cl)C1C1=CC=CS1,*NN1C(=O)C(Cl)C1c1cccs1,O=C1[C@H](Cl)[C@@H](c2cccs2)N1Nc1ccnc2cc(Cl)ccc12,Hydrophilic;Hydrophilic;R34_aro0_1;R5_aro1_1;,3.837,141c24b5a7e665d0bbcb4b655325623d,R34;R5;
*COC1Nc2ccccc2[C+]1[N-][NH3+],*C(*)OC1Nc2ccccc2[C+]1[N-][NH3+],[NH3+][N-][C+]1c2ccccc2N[C@H]1OC(=O)Nc1cccc(Cl)c1,Hydrophilic;Hydrophilic;R5_aro0_1;R6_aro1_0;,3.758,26c1e7a163470991f6da6e96939e4b5b,R5;R6;
*NC1=C(NC2=CC=CC=C2)C(=O)C1=O,*Nc1c(Nc2ccccc2)c(=O)c1=O,O=c1c(Nc2ccccc2)c(Nc2ccc([N+](=O)[O-])cc2)c1=O,Hydrophilic;Hydrophilic;Hydrophilic;Hydrophilic;R34_aro1_0;R6_aro1_0;,4.821,6cd2435c0b16c76fcfccaa7086a81600,R34;R6;
*NC1=NC=C(F)C(NC2=CC=CC=C2)=N1,*Nc1ncc(F)c(Nc2ccccc2)n1,C[NH+](C)C[C@@H](O)COc1ccc(Nc2ncc(F)c(Nc3ccccc3)n2)cc1,Hydrophilic;Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_2;,5.196,92f0d2a8853f44e349a4aad67d55603e,R6;R6;
*CNc1cccc(Cl)c1OC,*C(*)Nc1cccc(Cl)c1OC,CNc1nc(CNC(=O)Nc2cccc(Cl)c2OC)cs1,Hydrophilic;Hydrophilic;R6_aro1_0;,3.0,9de6ed144f9ba9230d86416991ae4e07,R6;
*CNc1cccc2c1C(=O)NC2=O,*C(*)Nc1cccc2c1C(=O)NC2=O,O=C(Nc1cccc2c1C(=O)NC2=O)c1ccccc1[N+](=O)[O-],Hydrophilic;Hydrophilic;Hydrophilic;R5_aro0_1;R6_aro1_0;,3.799,229d2ef77ae1016a4f8fc4a6bddfc322,R5;R6;
*C1=NNC(C2=CC=C(F)C=C2F)C1,*C1=NNC(c2ccc(F)cc2F)C1,Cc1nc(-c2cccnc2)sc1C1=NN[C@@H](c2ccc(F)cc2F)C1,Hydrophilic;Hydrophilic;R5_aro0_2;R6_aro1_0;,7.276,e9c4101f17091152c3bb3468702e7d90,R5;R6;
*C1=NNC(C2=CC=CO2)=C1,*c1cc(-c2ccco2)[nH]n1,Oc1ccccc1-c1cc(-c2ccco2)[nH]n1,R5_aro1_1;R5_aro1_2;,4.052,8016fb3077d4149fe6eda21e56d62cc3,R5;R5;
*C1C(=O)NC(=O)CC1O,*C1C(=O)NC(=O)CC1O,O=C1C[C@@H](O)[C@@H](N2C(=O)c3ccc([O-])cc3C2=O)C(=O)N1,Hydrophilic;Hydrophilic;R6_aro0_1;,3.0,a2348a899c02eebed53fcbef0a980369,R6;
*NNC1=CC=CC2=CC=CC=C12,*NNc1cccc2ccccc12,O=c1cc(NNc2cccc3ccccc23)[nH]c(=O)[nH]1,Hydrophilic;Hydrophilic;R6_aro1_0;R6_aro1_0;,3.969,fece8ec7dc930ac26ae0ca818f1be07a,R6;R6;
